exp_num,experiment_id,status,hypothesis,prior,prior_label,posterior,posterior_label,surprise,surprise_label,is_surprising,parent_id,n_children,runtime_s,created_at,objective,analysis_snippet,folder
194,node_5_75,SUCCEEDED,"Generative AI Attack Simplicity: Adversarial cases involving Generative AI systems utilize significantly fewer unique 'Techniques' per case compared to Traditional AI systems, reflecting the current reliance on prompt injection (a single technique) rather than complex multi-stage intrusions.",0.75,Likely True,0.3599,Maybe False,-0.4681,Strong Negative (hypothesis contradicted),True,node_4_42,0,215.9,2026-02-22T10:10:25.604632+00:00,Compare the sophistication (technique count) of attacks against GenAI vs. Traditional AI.,"The experiment successfully analyzed the sophistication of adversarial attacks by comparing technique counts between Generative AI and Traditional AI systems in the ATLAS dataset (n=52). 

1. **Data C",EXP_194_node_5_75
195,node_6_30,SUCCEEDED,"The 'Gatekeeper Effect': Systems that have undergone an agency-level Internal Review are significantly more likely to have secured a formal Authority to Operate (ATO), quantifying the role of internal governance as a critical path to authorization.",0.9839,Definitely True,0.9945,Definitely True,0.0128,Neutral (no significant belief shift),False,node_5_45,0,346.9,2026-02-22T10:14:04.661392+00:00,Determine if 'Internal Review' status serves as a predictor for having an 'Authority to Operate' (ATO).,"The experiment successfully tested the 'Gatekeeper Effect' hypothesis, confirming that internal governance reviews are a significant predictor of obtaining an Authority to Operate (ATO). After correct",EXP_195_node_6_30
196,node_5_76,SUCCEEDED,"The 'Siloed' Risk Management: Systems classified as 'Safety-Impacted' are significantly less likely to implement 'Disparity Mitigation' controls compared to 'Rights-Impacted' systems, indicating a fragmented approach where safety-critical systems overlook fairness risks.",0.75,Likely True,0.2555,Likely False,-0.5934,Strong Negative (hypothesis contradicted),True,node_4_46,0,347.8,2026-02-22T10:14:04.671679+00:00,Compare the implementation rate of bias/disparity mitigation controls between Safety-Impacted and Rights-Impacted AI deployments.,The experiment successfully tested the 'Siloed Risk Management' hypothesis by analyzing 77 distinctively classified AI systems (59 Rights-Impacted and 18 Safety-Impacted) from the EO 13960 dataset. Us,EXP_196_node_5_76
197,node_6_31,SUCCEEDED,"The 'Monitoring Maturity' Gap: AI systems in the 'Operational' phase are significantly more likely to have documented 'Post-Deployment Monitoring' than systems in 'Development' (planned monitoring), validating that monitoring is a late-stage implementation rather than a design-phase requirement.",0.7903,Likely True,0.9286,Definitely True,0.1659,Mild Positive (hypothesis somewhat supported),False,node_5_15,0,213.1,2026-02-22T10:19:56.454372+00:00,Check if monitoring is designed-in or added-on by comparing development stages.,"The experiment successfully tested the 'Monitoring Maturity' Gap hypothesis using the EO 13960 dataset. The code classified 1,327 AI systems into 'Operational' (N=627) and 'Development' (N=700) stages",EXP_197_node_6_31
198,node_5_77,SUCCEEDED,"Intentionality of Failure Modes: Incidents classified as 'Intentional Harm' are significantly more likely to manifest as 'Security' or 'Privacy' failures, whereas Unintentional incidents are dominated by 'Safety' and 'Reliability' failures.",0.9839,Definitely True,0.9054,Definitely True,-0.0942,Mild Negative (hypothesis weakened),False,node_4_15,0,240.6,2026-02-22T10:19:56.456121+00:00,Map the intent of AI incidents to specific technical failure modes.,"The experiment was executed, but the hypothesis could not be tested due to data limitations. After processing the 'aiid_incidents' dataset (N=1,362) and cleaning the 'Intentional Harm' column, the ana",EXP_198_node_5_77
199,node_6_32,SUCCEEDED,"The 'Transparency-Accountability' Decoupling: At the agency level, there is no significant positive correlation between 'Transparency' (rate of AI Notice) and 'Accountability' (rate of Independent Evaluation).",0.7419,Likely True,0.2527,Likely False,-0.587,Strong Negative (hypothesis contradicted),True,node_5_69,0,292.6,2026-02-22T10:23:59.403890+00:00,"Determine if agencies that are transparent (notify public) are also accountable (evaluate systems), or if these practices are uncorrelated.","The experiment successfully tested the 'Transparency-Accountability Decoupling' hypothesis using the EO13960 dataset. 

1. **Data Processing**: After applying corrected text-matching logic to handle v",EXP_199_node_6_32
200,node_5_78,SUCCEEDED,"The 'Public Transparency' Paradox: Federal AI systems explicitly designated as 'Public Facing' are no more likely to provide 'AI Notice' to users than internal/non-public systems, indicating a failure in transparency obligations.",0.75,Likely True,0.2555,Likely False,-0.5934,Strong Negative (hypothesis contradicted),True,node_4_43,1,295.5,2026-02-22T10:23:59.408837+00:00,Test if public-facing status correlates with the presence of AI Notice mechanisms.,The experiment successfully tested the 'Public Transparency Paradox' hypothesis using the EO 13960 dataset. After implementing robust string matching to handle categorical text fields (mapping 'Online,EXP_200_node_5_78
201,node_7_4,SUCCEEDED,"Governance Culture - Science vs. Security: Agencies with a scientific mandate (e.g., NASA, DOE) demonstrate significantly higher 'Governance Readiness' scores than security-focused agencies (DHS, DOD, DOJ).",0.7258,Likely True,0.2473,Likely False,-0.5743,Strong Negative (hypothesis contradicted),True,node_6_2,0,179.7,2026-02-22T10:28:57.144123+00:00,Compare composite governance scores between Science and Security agencies.,"The experiment successfully tested the 'Governance Culture' hypothesis using the EO 13960 dataset. 

**Data & Methodology:**
- 618 systems were analyzed, split into 'Science' (NASA, DOE, NSF, HHS; n=3",EXP_201_node_7_4
202,node_7_5,SUCCEEDED,The 'Procurement' Transparency Barrier: Systems developed via external contracts are significantly less likely to have accessible 'Code Access' or technical documentation compared to systems developed in-house.,0.7661,Likely True,0.9203,Definitely True,0.185,Mild Positive (hypothesis somewhat supported),True,node_6_29,0,195.1,2026-02-22T10:28:57.153054+00:00,Analyze the relationship between development method and technical transparency.,"The experiment successfully tested the 'Procurement Transparency Barrier' hypothesis using the EO 13960 dataset. 

**Data Processing:**
- The analysis focused on 1,107 AI systems where the development",EXP_202_node_7_5
203,node_6_33,SUCCEEDED,"Agencies with safety-critical mandates (DHS, DOT, HHS) demonstrate significantly higher adoption of 'Impact Assessments' than administrative agencies (DOC, TREASURY, GSA), reflecting mission-driven governance intensity.",0.7419,Likely True,0.2527,Likely False,-0.587,Strong Negative (hypothesis contradicted),True,node_5_55,0,307.4,2026-02-22T10:32:15.313321+00:00,Assess whether agency mission type predicts the presence of Impact Assessments.,"The experiment successfully analyzed the relationship between agency mission type and the adoption of Impact Assessments using the EO 13960 dataset. 

The results **reject** the hypothesis that agenci",EXP_203_node_6_33
204,node_6_34,SUCCEEDED,"AI systems procured commercially ('COTS') exhibit significantly lower compliance with 'Code Access' requirements compared to systems developed 'In-House', creating a 'Transparency Black Box'.",0.98,Definitely True,0.9937,Definitely True,0.0164,Neutral (no significant belief shift),False,node_5_6,0,312.4,2026-02-22T10:32:15.335150+00:00,Compare transparency controls between Commercial and In-House AI systems.,The experiment successfully tested the hypothesis that commercial AI systems create a 'Transparency Black Box' compared to in-house development. After correcting the data selection logic to use the `2,EXP_204_node_6_34
205,node_6_35,SUCCEEDED,"Commercial AI Transparency Gap: AI systems procured commercially (COTS) by the federal government are statistically less likely to provide 'Code Access' or 'Data Documentation' compared to Custom-Developed systems, creating a 'Black Box' governance risk.",0.9839,Definitely True,0.8242,Likely True,-0.1916,Mild Negative (hypothesis weakened),True,node_5_61,0,440.2,2026-02-22T10:37:30.404186+00:00,Assess the impact of procurement source (Commercial vs. Custom) on transparency controls.,The experiment was successfully executed and provided a nuanced validation of the 'Black Box' hypothesis. By correctly identifying the '10_commercial_ai' column as the differentiator for procurement s,EXP_205_node_6_35
206,node_5_79,SUCCEEDED,"Governance Competency Clustering: Organizations that implement 'Impact Assessments' are statistically highly likely to also implement 'Stakeholder Consultation', suggesting these controls form a coupled 'Accountability' bundle.",0.8952,Likely True,0.9643,Definitely True,0.0829,Mild Positive (hypothesis somewhat supported),False,node_4_11,1,283.0,2026-02-22T10:37:30.406133+00:00,Identify co-occurrence patterns in governance controls to validate competency bundles.,The experiment successfully validated the 'Governance Competency Clustering' hypothesis using the EO 13960 dataset. By implementing text-analysis mapping to extract binary indicators from the 'Impact ,EXP_206_node_5_79
207,node_5_80,SUCCEEDED,The 'Rights-Compliance Paradox': Federal AI Use Cases classified as 'Rights-Impacting' (inferred from purpose text) do not show a statistically significant increase in 'Impact Assessment' compliance compared to administrative use cases.,0.7419,Likely True,0.2527,Likely False,-0.587,Strong Negative (hypothesis contradicted),True,node_4_39,0,167.5,2026-02-22T10:44:53.576543+00:00,Determine if sensitive use cases in the federal inventory are more rigorously assessed than non-sensitive ones.,"The experiment successfully analyzed the relationship between AI use case sensitivity and regulatory compliance within the U.S. Federal AI inventory (EO 13960). The code processed 1,757 records, succe",EXP_207_node_5_80
208,node_6_36,SUCCEEDED,"Adversarial Complexity: In ATLAS cases, adversarial attacks that achieve the 'Impact' tactic (successful damage/disruption) utilize a significantly higher number of unique 'Tactics' (chain length) compared to attacks that only reach 'Discovery' or 'Evasion' stages.",0.7419,Likely True,0.4176,Maybe False,-0.3892,Strong Negative (hypothesis contradicted),True,node_5_52,0,181.1,2026-02-22T10:44:53.577775+00:00,Analyze if successful impact requires a more complex kill chain.,The experiment successfully analyzed 52 adversarial cases from the MITRE ATLAS dataset to determine if successful attacks (achieving 'Impact') require more complex kill chains than unsuccessful ones. ,EXP_208_node_6_36
209,node_5_81,SUCCEEDED,"Kill Chain Complexity: Adversarial attacks resulting in 'Impact' (destruction/disruption) involve a significantly higher count of distinct 'Techniques' (steps) than attacks resulting only in 'Exfiltration', reflecting higher execution difficulty.",0.6613,Maybe True,0.2967,Likely False,-0.4375,Strong Negative (hypothesis contradicted),True,node_4_47,0,302.6,2026-02-22T10:47:57.478684+00:00,Compare the tactical complexity of different adversarial objectives.,The experiment successfully analyzed the 'Kill Chain Complexity' hypothesis using the ATLAS subset of the provided dataset. The code dynamically identified the correct columns ('tactics' and 'techniqu,EXP_209_node_5_81
210,node_5_82,SUCCEEDED,"Transparency-Accountability Link: Agencies that lack access to the source code of their AI systems (Code Access = No) are significantly less likely to establish a formal 'Appeal Process' for affected individuals, suggesting that technical opacity impedes procedural justice.",0.7419,Likely True,0.9121,Definitely True,0.2042,Mild Positive (hypothesis somewhat supported),True,node_4_16,0,213.8,2026-02-22T10:47:57.480834+00:00,Explore the correlation between technical transparency and human recourse.,"The experiment successfully tested the 'Transparency-Accountability Link' hypothesis using the EO 13960 dataset. 

1.  **Data Processing**: 
    -   1,757 systems were analyzed. 
    -   'Transparency",EXP_210_node_5_82
